	cf	lMax	periSum	sizeExp	lMean	specLMom	cop	scai	nClouds	iOrgPoiss	fracDim	iOrg	orie	eccA	d0	area	ecc	eqdia	scai initi	mean_area	frac	filename	labels	clusters
0	0.0	24.63736998950984	23.76955611261036	-1.4349237972526159	6.04064249083884		0.07288668105619985	1.052157689783722	94	0.7249322225223691	1.5536007645923298	0.7459257582616569	7.826974934329629	0.8624576269830403	97.9463158489574	3844	0.8552534373920854	69.95950835992178		3844.0	14.95697021484375	00000_anchor.png	2	5
0	0.0	53.786615435440815	59.81221369827334	-1.1399261334470487	12.417729261020309		0.09441194937204823	1.3765272101606092	85	0.6160520239749878	1.7260763439894085	0.6923875432525951		0.7510140532248383	119.32815773159481	13590	0.624337186759024	131.5421050954821		13590.0	52.878570556640625	00001_anchor.png	1	7
0	0.0	37.86819245752297	17.453750915860102	-1.3144947921651486	5.367017612117598		0.05938295777629858	2.2169185228029202	123	0.6246493221438927	1.6854229556485811	0.6713265913146936	6.46204314013282	0.8716651746795441	102.02807044270519	4457	0.6761048242537535	75.331458573989		4457.0	17.342147827148438	00002_anchor.png	3	0
0	0.0	61.97580172938467	36.546739947976796	-1.7161146669175282	9.432140678434443		0.07789018237207958	1.7696882161839456	144	0.4770237095988029	1.767301172968561	0.5580391589506173		0.8398767237640862	112.81934526831814	13405	0.598560668588834	130.6436990335732		13405.0	52.15873718261719	00003_anchor.png	2	10
0	0.0	28.160255680657446	24.250606657571307	-2.015154716604718	6.751108411863373		0.06863218172576872	1.4678286730346046	142	0.5557959669712803	1.6738116631174633	0.6541608807776236		0.7725439381053288	113.1713175482304	6941	0.8478215926661354	94.00827452946237		6941.0	27.007369995117188	00004_anchor.png	1	10
0	0.0	41.892720131306824	50.043552755466095	-1.382480011334199	11.118031276670639		0.09435778707895205	1.4065930849320571	113	0.49857129364599123	1.7596249871378264	0.6232281306288667		0.7957837123957565	120.34266894792076	14444	0.621928144360616	135.61221178107334		14444.0	56.20147705078125	00005_anchor.png	1	11
0	0.0	34.40930106817051	25.14703265669944	-1.1388770912232715	6.813943392882238		0.05955878267321626	2.285707205761001	114	0.5851821058324074	1.6973172348806103	0.6414666051092645	9.070710622695756	0.9203296605944213	125.45737641269093	6039	0.7208700757049916	87.68747693174691		6039.0	23.497695922851562	00006_anchor.png	3	3
0	0.0	34.044089061098404	27.78670500126668	-1.9543213125238112	7.152112230635501		0.06749164846007726	2.3631019418542034	203	0.44321595929672253	1.8102547116900838	0.5537867941469097		0.8244872940794254	113.87371239805667	11153	0.408117290063487	119.16560175835671		11153.0	43.39622497558594	00007_anchor.png	1	2
0	0.0	20.149441679609886	18.2240608957744	-2.306649118254533	4.919188215388053		0.05292599890806394	1.9660540353760434	126	0.5013339067364289	1.6649443189573259	0.561130007558579		0.8722470110869587	115.86988962446436	3797	0.5706942984784011	69.53050087090854		3797.0	14.774093627929688	00008_anchor.png	3	1
0	0.0	82.54089895318563	44.27272702230268	-2.0508932818953887	10.5481040950495		0.09100376034980714	1.3793096423383067	160	0.4519153118669054	1.7981573428288162	0.5837695312500001	15.922283506228489	0.8114122415093532	104.3815666515973	18228	0.5821556004710637	152.34372458828932		18228.0	70.92498779296875	00009_anchor.png	1	10
0	0.0	89.11789943664516	41.67483430603113	-2.04201093264533	10.315099315341095		0.0783540338911441	1.4248825880270362	157	0.5083772949875163	1.7982617294973078	0.5820520102235385	17.122943928022845	0.834394571399732	113.60231786975649	17144	0.7029999130766283	147.74443730624728		17144.0	66.7071533203125	00010_anchor.png	1	10
0	0.0	73.08898685848642	54.88787379985612	-1.318027014236845	11.685771344177368		0.08910938963302667	1.728617504679712	131	0.4899015407036799	1.811423717455403	0.5927684866849251		0.8103109929802671	109.13938033399769	18543	0.49598580202743925	153.65442030096017		18543.0	72.15065002441406	00011_anchor.png	1	4
0	0.0	31.906112267087632	35.39204323970636	-1.6665450106819948	8.551431700422107		0.08172371315061404	1.6505548507538281	189	0.42808856087847236	1.8076384948586217	0.5872455978276084		0.7445136139193604	113.38654370964663	14305	0.370356667087281	134.95811086198748		14305.0	55.66062927246094	00012_anchor.png	1	11
0	0.0	28.442925306655784	23.731168562740972	-1.3526392378898289	6.408659921217196		0.06128777066894043	2.123185691852377	141	0.5245190399647951	1.7019480898232022	0.5868417081635733		0.8425871782449078	109.21907182200736	6549	0.7604091828776285	91.31509063933837		6549.0	25.482101440429688	00013_anchor.png	3	2
0	0.0	40.28647415696737	45.94095898891207	-1.4637834431072845	9.794313218831192		0.08792479382932095	1.5580428178053927	112	0.4695504405668083	1.7485080019811086	0.5693558673469388	12.03058796689825	0.8210912395585802	115.76858742368958	11269	0.42438569417836475	119.78370686207931		11269.0	43.84757995605469	00014_anchor.png	1	11
0	0.0	73.71566997592845	49.087157525061784	-1.9748402058644092	11.518744787583476		0.10441057462437325	1.1546982732990942	135	0.4408196078639958	1.7923585599231158	0.5909190672153635	8.888690573107068	0.7342813398818215	106.58352963229498	18262	0.7330539438905239	152.48573889368652		18262.0	71.05728149414062	00015_anchor.png	1	9
0	0.0	105.52724766618336	128.77782068727004	-1.1778849424637987	19.66430602657641		0.12929941168420556	1.0682495067819169	73	0.49687484000823434	1.8482314883939284	0.5911052730343404		0.796392907046019	119.87808163777346	28572	0.11072516780226184	190.73279810293005		28572.0	111.17340087890625	00016_anchor.png	1	9
0	0.0	45.43126676640219	32.28401081301562	-2.296360994857329	7.442084075352508		0.06987869609395198	1.2270471612570573	91	0.6403511943592897	1.6105458584832721	0.6880811496196111	7.059017886769519	0.8809707042951697	115.2088291692586	5442	0.5688505854449325	83.24043249796793		5442.0	21.174774169921875	00017_anchor.png	1	6
0	0.0	41.0	27.80364449560687	-1.7286925309778678	7.016570249382253		0.06428917601175414	2.0777464660115226	155	0.5607719525544401	1.7389038315970275	0.6494693028095733	5.971818624633126	0.8663427546702077	113.85216755562804	8330	0.5950148690115865	102.98585052153479		8330.0	32.411956787109375	00018_anchor.png	2	3
0	0.0	50.566787519082126	45.54696451802094	-1.3081545801251362	10.124732296788526		0.08521264666284672	1.4001449323848525	98	0.6036411635407668	1.702676597797229	0.6849229487713453		0.788538869149445	110.55409432382373	10567	0.6232100385859237	115.9927681763672		10567.0	41.11610412597656	00019_anchor.png	1	8
0	0.0	28.722813232690143	24.3369019751513	-2.014146193468641	6.2862137663687125		0.064936085413132	1.4191567858199436	91	0.6781106160168932	1.5733231470361015	0.7246709334621422		0.8892773024812285	117.43164029734321	4074	0.44792139412707904	72.02206540533986		4074.0	15.851898193359375	00020_anchor.png	0	5
0	0.0	32.09361307176243	37.80128592692757	-1.057056938082817	9.354953314429288		0.08451544480275928	1.1748541569374353	99	0.6306017019119572	1.6405857808535738	0.7495153555759616		0.8027308328571575	119.93028353434853	9021	0.5573714723833949	107.17226289043217		9021.0	35.10063171386719	00021_anchor.png	1	8
