	cf	lMax	periSum	sizeExp	lMean	specLMom	cop	scai	nClouds	iOrgPoiss	fracDim	iOrg	orie	eccA	d0	area	ecc	eqdia	scai initi	mean_area	frac	filename	labels	clusters
0	0.0	21.517434791350013	21.339088352224536	-1.4910435250753817	5.73739026551476		0.06423955481865183	1.851743458922227	85	0.6843145662232589	1.5784139901592664	0.7050519031141869	8.217434483737504	0.8987498899198366	116.46435635693577	3466	0.4725592877027949	66.43077797265417		3466.0	13.486175537109375	00000_anchor.png	0	11
0	0.0	45.36518488885502	53.21954499547472	-1.0310163902328666	11.249858756175488		0.0930125759629973	1.6530951951633277	118	0.5206278023673525	1.789154984278361	0.6119290433783395		0.8594693523738187	106.63114833683449	15534	0.5399151347330632	140.6360660994043		15534.0	60.442657470703125	00001_anchor.png	1	8
0	0.0	40.149719799769464	27.832806716497448	-1.6248039510542833	7.627700713964739		0.06915486828862656	2.634703147680852	154	0.5653348876627852	1.7623920044302122	0.6511426884803508		0.8169394543862314	112.1220165496184	9911	0.44325244725814744	112.33466574424031		9911.0	38.56361389160156	00002_anchor.png	0	11
0	0.0	43.94314508543966	34.718460223804975	-1.2900441013323702	8.735427425586701		0.07844849672433714	1.879116532948245	156	0.45659762729843006	1.7735000297037993	0.5635478303747534	49.39928558870199	0.8649177272753084	114.02757509564462	12493	0.5092293784442158	126.1212972989748		12493.0	48.61015319824219	00003_anchor.png	1	9
0	0.0	23.979157616563597	28.589104455325355	-1.153050053497817	6.719868042307386		0.09056922621049174	1.0718383576723303	83	0.6824999592615655	1.5759460879633116	0.6998112933662359	9.345276971744163	0.7795319429638892	85.0411605428739	4242	0.7787709312725292	73.49205500437827		4242.0	16.505584716796875	00004_anchor.png	0	11
0	0.0	122.78843593759146	90.0151913558308	-2.3837492113873533	19.537896810166284		0.09282410843645322	1.6362964618080265	85	0.5883610741149923	1.8243272171024179	0.5629757785467128		0.9243627771405404	123.54415313485117	32980	0.5366987891920227	204.91813044571157		32980.0	128.32489013671875	00005_anchor.png	0	0
0	0.0	58.360945845659494	23.26305394778009	-2.526831873988868	7.088045189993121		0.06268594967103125	1.7605824574843962	104	0.6142249098488449	1.6220451835409595	0.636094674556213	7.048959071095207	0.6875826074943796	105.85461645293339	5872	0.7559945456797479	86.46654038808813		5872.0	22.847900390625	00006_anchor.png	3	4
0	0.0	75.37904218017101	33.87398155501058	-1.3399487526619633	9.68572076890444		0.07198334414411664	1.4205795481975125	91	0.704885537361948	1.6248640626104367	0.7110856176790242	6.53056533830974	0.6538671399167014	118.74885366157166	8985	0.7515643033611616	106.95820356309953		8985.0	34.96055603027344	00007_anchor.png	2	9
0	0.0	38.57460304397182	39.10745114634366	-1.4727180351785456	8.865547819753154		0.0922382109136687	1.5183257702097375	97	0.617632052176063	1.6620687533472454	0.7127750026570305		0.8149073468196956	107.45680094650686	8156	0.6565356419341039	101.90457166810519		8156.0	31.73492431640625	00008_anchor.png	2	10
0	0.0	40.607881008493905	26.398917321304832	-1.4610650385405684	6.752606989113559		0.08689196562087653	0.9851602397680078	87	0.6634558498756415	1.5588954828425459	0.707821376667988	7.301212849810959	0.908646576444656	86.77884606644646	4446	0.8224567418748814	75.2384410782981		4446.0	17.299346923828125	00009_anchor.png	2	9
0	0.0	38.704004960727254	24.802019214509013	-1.3334747476221107	6.302080308613673		0.06610981760435355	1.7234043083434363	74	0.738344742899695	1.5631036969634389	0.7443389335281227		0.9099366812975711	116.67874457809447	3541	0.8622164559514955	67.14567169898005		3541.0	13.777999877929688	00010_anchor.png	2	11
0	0.0	51.884487084291386	35.902968234937795	-2.047945549487751	8.410707461325712		0.077320361958894	2.0339644437939404	150	0.5584819836338717	1.7636672905789113	0.6540888888888888	19.66154525374513	0.753415147185339	109.61997844447342	11369	0.5878711949267116	120.3140074309474		11369.0	44.23667907714844	00011_anchor.png	0	11
0	0.0	51.884487084291386	38.18039614505717	-1.5920091284272924	8.637583176864633		0.07487135203934421	2.379501873705755	153	0.5359088356759675	1.7968825426831676	0.5985518390362681	7.863994353120492	0.7726407334680861	107.99379140940468	12291	0.7368283472011861	125.09751094382288		12291.0	47.82417297363281	00012_anchor.png	1	10
0	0.0	121.86878189265698	127.34277572846555	-0.8130962245434373	23.32068921482694		0.13806354591381023	1.0161147589589965	55	0.5416764168329821	1.784879466932918	0.611900826446281	10.17065253500809	0.6809213854470868	112.48665007286621	30294	0.5061192082384086	196.39633084201705		30294.0	117.87368774414062	00013_anchor.png	1	7
0	0.0	110.04090148667449	168.57288177393482	-0.615268600421656	24.115792099191527		0.15260326120062448	0.7452930514511851	56	0.5007991618047228	1.8422109444704617	0.583545918367347		0.8136577872894677	109.51463098633377	32822	0.38178730269139055	204.42668205813425		32822.0	127.71011352539062	00014_anchor.png	1	7
