	cf	lMax	periSum	sizeExp	lMean	specLMom	cop	scai	nClouds	iOrgPoiss	fracDim	iOrg	orie	eccA	d0	area	ecc	eqdia	scai initi	mean_area	frac	filename	labels	clusters
0	0.0	72.75300681071539	77.1542840992292	-0.9890978574114584	17.85375059354225		0.1190054890305235	0.8437809293655302	78.0	0.5572677280682329	1.7456636705787225	0.6420118343195267	11.77149684507197	0.7751790400859511	115.20422288937372	25141	0.5098042682494345	178.9148272060947		25141.0	97.82341003417969	00000_anchor.png	1	1
0	0.0	38.40572873934304	29.721933607823363	-1.3063308759741765	8.268637757839581		0.07420360652013129	1.3214915528455686	108.0	0.6374975824409987	1.646537949252318	0.7118055555555556		0.8682918310179636	119.6205392365845	7811	0.6811443679403575	99.7259950260029		7811.0	30.392532348632812	00001_anchor.png	1	5
0	0.0	84.72307831990054	49.61920381099725	-1.565382416880825	12.54812165795571		0.0890837348754609	1.375633185116665	112.0	0.5762507219489851	1.7529436269521383	0.6428571428571429		0.8297355813596009	103.86347513802507	18188	0.11295514805179056	152.17647925892865		18188.0	70.76934814453125	00002_anchor.png	1	10
0	0.0	65.55150646628954	47.28828638024046	-1.090246816730335	11.862819889322088		0.08226527886292151	1.5185545705605845	117.0	0.5341514536058094	1.7587742128893384	0.6243334063846885		0.73938399567844	109.84546615481067	17035	0.3891592712977222	147.2740155104202		17035.0	66.28303527832031	00003_anchor.png	1	10
0	0.0	83.51047838445186	45.093639069265315	-1.1866637760564367	10.639040802120705		0.07745732400417844	2.112345197164506	148.0	0.49150594842709927	1.7986392811337364	0.558322680788897	8.94144758543496	0.8341041573163999	120.16897121646967	17403	0.47444422094200434	148.85626556187023		17403.0	67.71492004394531	00004_anchor.png	1	10
0	0.0	105.45141061171255	74.06748753031017	-1.4542726942781046	16.928608264644136		0.10071187050549446	0.6487505113659562	45.0	0.7080642148101757	1.5958364068082882	0.7454320987654321	24.122980606052668	0.8024073698232892	108.46049365530435	13155	0.50263157271673	129.4197288321648		13155.0	51.18598937988281	00005_anchor.png	0	10
0	0.0	9.0	12.27813585155104	-3.713668063786219	3.9440531887330774		0.0754204290968851	0.6317672691064444	27.0	0.8456165324024967	1.3869654786987506	0.8504801097393689	3.654056793491027	0.7983811737270536	87.34915558683532	774	0.9181534913701691	31.39247374172695		774.0	3.011627197265625	00006_anchor.png	3	8
0	0.0	39.48417404479927	43.97465997677495	-1.0265599295988241	10.51715833621547		0.0895924849586195	1.2194247096967328	113.0	0.5571606919404137	1.7237057165995737	0.6565118646722531		0.8046207555739641	117.52384966865452	12878	0.16151669719804554	128.04990768094848		12878.0	50.108184814453125	00007_anchor.png	1	9
0	0.0	8.366600265340756	10.484560337140573	-2.2631965140103443	3.500452050373212		0.08089292810595321	1.2509784645069149	79.0	0.8331609908496501	1.4634086390734553	0.845297228008332		0.7902873218464483	78.52885502866395	1637	0.9718828459455959	45.654059345598846		1637.0	6.3695526123046875	00008_anchor.png	0	6
0	0.0	14.628738838327793	21.382278586674584	-1.2987032615459162	5.604175198993778		0.07620325710887668	0.5774993732796078	59.0	0.7799517388120066	1.3892670968600411	0.8645504165469693	4.024753158008964	0.878585573420476	108.1342826492925	2051	0.8319217483974825	51.101999043597296		2051.0	7.9804229736328125	00009_anchor.png	0	9
0	0.0	32.54228019054596	22.410181623644725	-2.201541070456303	6.053453171704017		0.06798971536636202	1.908157933763163	149.0	0.6261360493029189	1.6784805463414425	0.7248096932570605		0.8516822457274702	111.45547089759594	6184	0.5225651970480732	88.73394696868976		6184.0	24.0618896484375	00010_anchor.png	0	11
0	0.0	28.035691537752374	17.868627258371294	-1.884011397662914	5.124536034141763		0.06230913260281734	3.3429721575126394	161.0	0.6221057657327619	1.7514227243913436	0.6936653678484626	7.732404996472772	0.9100971483128536	95.6703158579687	5727	0.9044297184291685	85.39228813363813		5727.0	22.283706665039062	00011_anchor.png	0	6
0	0.0	43.71498598878879	40.07784399236704	-0.9672507959810921	9.907771415723593		0.10012755870613838	0.9896336131933652	61.0	0.7057409374283109	1.6077569152258515	0.7536952432141898	11.590165372162831	0.8748991187381902	99.77942842190829	6383	0.9060672625716023	90.15036336057966		6383.0	24.836196899414062	00012_anchor.png	0	10
0	0.0	24.228082879171435	27.230400836249864	-1.5057721683046335	7.077863649870196		0.09722441159332625	0.49194198047893306	52.0	0.7664215410707147	1.4277349409939786	0.84948224852071	21.654481189026054	0.8240774054395777	95.95211200198618	2824	0.7612071675679436	59.96355955354968		2824.0	10.9881591796875	00013_anchor.png	0	10
0	0.0	28.124722220850465	15.217981185522415	-1.7764063125084095	4.775669329409193		0.05122440768989188	2.1843879356582203	114.0	0.6318894697014534	1.6354461449477693	0.6797091412742382		0.9070033938297231	121.93871188355803	3432	0.3064790542497384	66.10414599350845		3432.0	13.3538818359375	00014_anchor.png	3	5
0	0.0	48.28043081829324	35.14356356125745	-0.9535884002903148	9.458410990305849		0.07851739485714117	1.8244109395546415	91.0	0.6400991825627164	1.6480337393636164	0.6611520347784084	6.652420598317745	0.7701635133487905	101.49795868816042	8919	0.8453790286556141	106.56464469744604		8919.0	34.70375061035156	00015_anchor.png	1	9
0	0.0	44.15880433163923	29.300676392645073	-2.0469879283528796	7.516648189186454		0.07599021995966154	1.463124545179919	104.0	0.5367748203930978	1.6499587606962236	0.6194988905325443	5.526998554325003	0.7973105235838573	102.44372883858031	6411	0.7076801522404019	90.34787613052742		6411.0	24.945144653320312	00016_anchor.png	1	8
0	0.0	53.16954015223378	59.992015746701504	-1.9739085962339677	13.435629089561012		0.12354817607340651	0.3026379325210763	31.0	0.6512341799447438	1.4467590125898642	0.6690946930280958		0.839733007862108	95.35422858510219	5698	0.8906593093636949	85.17581185935921		5698.0	22.170867919921875	00017_anchor.png	1	1
0	0.0	70.32069396699666	81.26948334153671	-1.0830852842313337	15.683300325215644		0.0981781635653874	1.4721607516164104	88.0	0.5392965197087872	1.7827902454586162	0.6150568181818181	36.09376350835617	0.7911724838750842	119.40535522021419	22128	0.5790771037871633	167.851853269184		22128.0	86.099853515625	00018_anchor.png	1	1
0	0.0	89.95554457619608	86.0804305311378	-1.1040552793311673	17.25957291310701		0.10363754237807764	1.1990741504849978	84.0	0.514293518124658	1.7982174597489442	0.5364937641723356		0.850946886262049	120.89619004028432	25406	0.4591708111849151	179.85528592049093		25406.0	98.85452270507812	00019_anchor.png	1	0
0	0.0	74.30343195303969	70.59772674052914	-1.0714859736864097	14.979437961547008		0.10866667605449193	0.8187087819478513	73.0	0.5185839019577723	1.7122544081133249	0.5879151810846313	8.564392111903581	0.7972094941410945	110.40102620109955	16687	0.6241733585580659	145.7619575986672		16687.0	64.92897033691406	00020_anchor.png	1	1
0	0.0	86.23804264940155	58.39126408311374	-1.613397027283778	14.700987981052418		0.0938739480765576	2.003455187974717	126.0	0.6234786809656983	1.7930214792169024	0.6458490803728899		0.7864013027387587	103.71124739266276	28001	0.4041887463398962	188.81732042407893		28001.0	108.95164489746094	00021_anchor.png	1	0
0	0.0	101.99019560722492	100.1442309854829	-1.5322104559004588	19.684483057460174		0.11270673834443759	1.0284027687449768	71.0	0.5851439629012243	1.7804915450578982	0.6680222178139258		0.7897412634027969	124.81000713420518	27842	0.5911223170471978	188.28047005602147		27842.0	108.33297729492188	00022_anchor.png	1	0
0	0.0	107.74506949276147	83.24052245577965	-0.9070523975493154	17.48706085359393		0.11352942323871751	0.9074734188950286	74.0	0.532776925602285	1.7621409564284163	0.6367786705624543	36.58163218990345	0.8502280979640313	122.37073658581193	22919	0.2634996408835051	170.82557515133732		22919.0	89.17762756347656	00023_anchor.png	1	1
0	0.0	59.80802621722272	29.81569571674763	-1.805771447086985	8.002142570229909		0.06921184174498461	3.763804292667904	175.0	0.5396082178461752	1.8111797564463508	0.6221877551020407	12.007574664693996	0.7675605743394007	108.75867642164187	12628	0.409007144960548	126.80090287894497		12628.0	49.13543701171875	00024_anchor.png	0	7
